CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned,AgeGroup,BalanceGroup,TenureGroup,SalaryGroup,Cluster,ChurnProbability,PredictedChurn,RiskCategory,BalanceScore,SalaryScore,TenureScore,PointsScore,CustomerValueScore,EstimatedCustomerValue,RevenueAtRisk
584,France,Male,31,5,0.0,2,1,0,31474.27,0,0,2,PLATINUM,568,31-40,No Balance,Medium,Low,3,0.014766283,0,Low Risk,0.0,0.15737726738525368,0.5,0.568,0.2040131802155761,6421.1659176637,94.81675313017689
691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,0,1,DIAMOND,813,18-30,High,Long,Low,2,0.3107399,0,Medium Risk,0.46603738593625804,0.10599593544717281,0.7,0.813,0.43951373500865504,9316.983565070122,2895.1585413115336
684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0,0,1,PLATINUM,530,31-40,High,Long,Very High,2,0.47204342,0,Medium Risk,0.5473403563972926,0.9349181529225499,0.6,0.53,0.672411588435682,125725.23260630315,59347.76877977485
733,France,Male,22,5,0.0,2,1,1,117202.19,0,0,3,DIAMOND,279,18-30,No Balance,Medium,High,3,0.010437021,0,Low Risk,0.0,0.5860329848402299,0.5,0.279,0.30370989545206895,35595.46487165352,371.5106143702101
599,Spain,Female,37,2,0.0,2,1,1,143739.29,0,0,4,GOLD,516,31-40,No Balance,New,High,3,0.042373564,0,Low Risk,0.0,0.7187234740026225,0.2,0.516,0.3072170422007867,44159.159521841124,1871.1809721849443
524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,0,5,GOLD,685,31-40,Medium,Very Long,Very High,3,0.04808719,0,Low Risk,0.26799319197686994,0.8090865716550942,1.0,0.685,0.6184232482872762,100067.82646595957,4811.980584155626
632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0,0,5,SILVER,435,31-40,Medium,Long,Medium,2,0.112853326,0,Low Risk,0.3450395337804285,0.4904729917844911,0.6,0.435,0.4486577110475187,44009.243155168166,4966.589464803462
735,Spain,Male,34,5,0.0,2,0,0,71095.41,0,0,1,PLATINUM,898,31-40,No Balance,Medium,Medium,3,0.017355151,0,Low Risk,0.0,0.3554904164396581,0.5,0.898,0.29644712493189745,21076.02989035447,365.7776812276153
734,France,Male,34,6,133598.4,1,1,1,13107.24,0,0,4,DIAMOND,693,31-40,High,Long,Low,0,0.053770475,0,Low Risk,0.5324807374978422,0.06553866425377594,0.6,0.693,0.42195389427526964,5530.650961200585,297.385729242962
605,France,Female,51,3,136188.78,1,1,1,67110.59,1,1,1,PLATINUM,683,51-60,High,Medium,Medium,1,0.32533714,0,Medium Risk,0.5428051684251562,0.33556556726532916,0.3,0.683,0.4460917375496613,29937.479701082924,9739.774024758373
793,Spain,Male,38,9,0.0,2,1,0,88225.02,0,0,1,SILVER,690,31-40,No Balance,Very Long,Medium,3,0.0159865,0,Low Risk,0.0,0.44114168692742844,0.9,0.69,0.38134250607822856,33643.95022560184,537.8490102815838
468,France,Female,56,10,0.0,3,0,1,62256.87,1,1,3,PLATINUM,547,51-60,No Balance,Very Long,Medium,3,0.9373333,1,High Risk,0.0,0.3112960547316579,1.0,0.547,0.3480888164194974,21670.920192282516,20312.875137868807
779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0,0,1,GOLD,466,31-40,High,Long,High,2,0.100612365,0,Low Risk,0.4786505947494459,0.6796541549962278,0.7,0.466,0.5819564843986467,79102.85415055482,7958.725234337386
698,France,Male,48,4,101238.24,2,0,1,177815.87,1,1,1,GOLD,342,41-50,High,Medium,Very High,1,0.18442856,0,Low Risk,0.4035034304167083,0.889112780640552,0.4,0.342,0.5423352063588489,96435.80655032824,17785.516934515603
707,France,Male,58,6,89685.92,1,0,1,126471.13,0,0,2,GOLD,230,51-60,Medium,Long,High,1,0.19725603,0,Low Risk,0.35745955658729806,0.6323794274664727,0.6,0.23,0.47569765087486104,60162.01944448917,11867.321112402738
850,France,Female,35,1,211774.31,1,1,0,188574.12,1,1,2,PLATINUM,757,31-40,Very High,New,Very High,2,0.5820224,1,Medium Risk,0.8440650544609566,0.9429060532676028,0.1,0.757,0.7161978377646635,135056.37700237418,78605.83667822664
850,France,Male,56,7,131317.48,1,1,1,119175.45,0,0,3,SILVER,657,51-60,High,Long,High,1,0.20957956,0,Low Risk,0.5233897157208331,0.5958996558270591,0.7,0.657,0.593825783036451,70769.4549149714,14831.831222519544
527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,0,3,PLATINUM,453,31-40,Medium,Medium,High,0,0.060792048,0,Low Risk,0.3735489975232573,0.6954948006045027,0.5,0.453,0.5033680391906538,70015.33813381422,4256.375796567065
696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,0,4,DIAMOND,694,31-40,High,Long,High,0,0.10268607,0,Low Risk,0.4031955364825615,0.5796045431308217,0.8,0.694,0.5645595775322712,65441.79849699839,6719.9611013886715
661,France,Male,48,3,120320.54,1,0,0,96463.25,0,0,5,PLATINUM,727,41-50,High,Medium,Medium,2,0.52339107,1,Medium Risk,0.4795594099580431,0.48233438577290505,0.3,0.727,0.4692240797150887,45262.87970757653,23690.187041429766
776,France,Female,31,2,0.0,2,1,1,112349.51,0,0,3,DIAMOND,304,31-40,No Balance,New,High,3,0.025582653,0,Low Risk,0.0,0.5617686725020861,0.2,0.304,0.23893060175062583,26843.736030687953,686.7339840966872
701,France,Male,43,2,0.0,2,1,1,165303.79,0,0,2,SILVER,633,41-50,No Balance,New,Very High,3,0.024303773,0,Low Risk,0.0,0.8265500282810634,0.2,0.633,0.3512650084843191,58065.4371968401,1411.2092047777583
610,France,Male,26,8,0.0,2,1,0,166031.08,0,0,2,SILVER,989,18-30,No Balance,Long,Very High,3,0.0155314235,0,Low Risk,0.0,0.8301866150167245,0.8,0.989,0.5079559845050173,84336.48069983129,1309.8655982486562
572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,1,5,GOLD,352,41-50,Very High,Medium,Low,2,0.699447,1,Medium Risk,0.6091237681402836,0.19206617168805545,0.3,0.352,0.3964693587625301,15229.097750220966,10651.946734098805
673,France,Male,30,1,64097.75,1,1,1,77783.35,0,0,5,DIAMOND,936,18-30,Medium,New,Medium,0,0.03910747,0,Low Risk,0.2554732481223751,0.38893137381965565,0.1,0.936,0.33246871139484674,25860.530142474356,1011.3399067309116
519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,0,3,SILVER,689,51-60,High,New,Low,1,0.2717816,0,Low Risk,0.47443705131434044,0.14936456610768564,0.2,0.689,0.3434841903580419,10260.487602695453,2788.611737440735
702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,0,4,DIAMOND,267,18-30,High,Medium,Medium,0,0.08225321,0,Low Risk,0.5389422055783686,0.2987493829767999,0.4,0.267,0.4119016971243874,24610.15019615996,2024.2638522162863
729,France,Male,32,6,93694.42,1,1,1,79919.13,0,0,2,GOLD,613,31-40,Medium,Long,Medium,0,0.03439759,0,Low Risk,0.3734361628659668,0.3996106753613936,0.6,0.613,0.4505576677548048,36008.17682179306,1238.5945029635407
543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0,0,4,GOLD,480,31-40,Medium,Very Long,Medium,2,0.10189064,0,Low Risk,0.23678390696397889,0.3838820839663571,1.0,0.48,0.4578781879754987,35152.92480088259,3581.7540058337995
550,France,Female,40,7,114354.95,1,1,0,54018.93,0,0,1,GOLD,951,31-40,High,Long,Medium,2,0.24301171,0,Low Risk,0.4557824653029443,0.27010480594070335,0.7,0.951,0.4984444279033888,26925.434659803206,6543.195919172045
608,France,Male,59,1,0.0,1,1,0,70649.64,1,1,4,DIAMOND,585,51-60,No Balance,New,Medium,1,0.9365367,1,High Risk,0.0,0.35326148263174695,0.1,0.585,0.18447844478952408,13033.335712139751,12206.197217839512
639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0,0,3,PLATINUM,452,31-40,High,Very Long,Medium,2,0.09261993,0,Low Risk,0.510860405513649,0.29547805997505505,1.0,0.452,0.5381875801979761,31803.328569795278,2945.622065901439
686,Spain,Male,34,9,0.0,2,1,0,127569.8,0,0,3,SILVER,358,31-40,No Balance,Very Long,High,3,0.019316236,0,Low Risk,0.0,0.6378729840241993,0.9,0.358,0.4071618952072598,51941.56153921109,1003.3154608999247
564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,1,3,GOLD,771,60+,High,Medium,Low,1,0.969873,1,High Risk,0.4580798124051084,0.09130833319332807,0.5,0.771,0.38772442492004183,7080.2279689763855,6866.921940955034
745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,1,1,PLATINUM,238,18-30,High,New,Medium,2,0.35060763,0,Medium Risk,0.4426951197595805,0.3663935763984726,0.1,0.238,0.33079612082337395,24239.403317608718,8498.51974980093
833,France,Male,37,8,151226.18,2,1,1,136129.49,0,0,3,DIAMOND,633,31-40,Very High,Long,High,0,0.037121188,0,Low Risk,0.6027394628631888,0.6806730433064282,0.8,0.633,0.668597698137204,91015.86366259152,3378.6169860014284
622,France,Male,26,9,0.0,2,1,1,153237.59,0,0,3,PLATINUM,344,18-30,No Balance,Very Long,Very High,3,0.010175924,0,Low Risk,0.0,0.7662167597501666,0.9,0.344,0.44426502792504996,68078.10220051736,692.7575940566974
597,France,Female,42,4,64740.12,1,1,1,106841.12,0,0,5,SILVER,244,41-50,Medium,Medium,High,0,0.20021488,0,Low Risk,0.2580335306657775,0.5342256868858268,0.4,0.244,0.36788111833205905,39304.83070944972,7869.411963912791
721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,1,2,PLATINUM,405,51-60,Very High,New,High,2,0.60934806,1,Medium Risk,0.6748243081483801,0.5454122575008821,0.0,0.405,0.47405340050961664,51708.96273947814,31508.75612991329
504,France,Female,49,7,0.0,3,0,1,87822.14,1,1,5,SILVER,408,41-50,No Balance,Long,Medium,3,0.90475464,1,High Risk,0.0,0.43912721118314046,0.7,0.408,0.3125381633549421,27447.770337500595,24833.497570508032
842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0,0,5,DIAMOND,939,41-50,High,New,High,2,0.17837793,0,Low Risk,0.4489953670033917,0.6332487101515016,0.2,0.939,0.5034727598468072,63762.29760134369,11373.786658171652
587,France,Male,38,0,0.0,2,1,0,47414.15,0,0,3,DIAMOND,701,31-40,No Balance,New,Low,3,0.02699115,0,Low Risk,0.0,0.23707966419537374,0.0,0.701,0.14122389925861212,6696.011143032724,180.7330411632677
479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0,0,4,SILVER,503,18-30,High,Long,Low,2,0.072498426,0,Low Risk,0.5737961576351577,0.20940782373417238,0.7,0.503,0.4826408101743148,20212.9923036922,1465.4101267677986
508,France,Male,49,7,122451.46,2,1,1,75808.1,0,0,3,GOLD,881,41-50,High,Long,Medium,1,0.13614275,0,Low Risk,0.48805257943573827,0.37905475245869247,0.7,0.881,0.537037457511903,40711.789282808095,5542.6149503820225
749,France,Male,24,1,0.0,3,1,1,47911.03,0,0,3,GOLD,758,18-30,No Balance,New,Low,3,0.09109603,0,Low Risk,0.0,0.23956415761232622,0.1,0.758,0.16766924728369786,8033.206336686667,731.7932054429987
721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0,0,5,SILVER,751,31-40,Medium,Medium,Low,3,0.1013398,0,Low Risk,0.26007798624533174,0.14369430290578925,0.3,0.751,0.2822394853698695,8110.936237872527,821.9606561587543
674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1,1,4,GOLD,363,41-50,High,Long,Low,0,0.5616751,1,Medium Risk,0.4260771375342076,0.010396390904298,0.6,0.363,0.3298497722849725,685.8236465349147,385.21006524986285
685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0,0,3,DIAMOND,560,18-30,High,Very Long,High,2,0.09522837,0,Low Risk,0.5121985185299737,0.6078345045773721,1.0,0.56,0.6432297587852012,78192.50820326702,7446.145102408747
417,France,Male,34,7,0.0,2,1,0,55003.79,0,0,4,SILVER,969,31-40,No Balance,Long,Medium,3,0.016517779,0,Low Risk,0.0,0.2750292911013454,0.7,0.969,0.31940878733040357,17568.69386247618,290.1958025390379
574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0,0,5,SILVER,470,31-40,High,Medium,Very High,2,0.25219375,0,Low Risk,0.5174797066011941,0.9656934100722188,0.3,0.47,0.6036999056621434,116593.4200343958,29404.131823799402
590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,1,1,SILVER,759,51-60,Very High,Medium,Very High,1,0.96687406,1,High Risk,0.61763319920052,0.9596974346235417,0.3,0.759,0.6708625100672704,128760.16441510904,124494.86293430401
587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0,0,5,SILVER,403,31-40,High,Medium,Very High,2,0.10682037,0,Low Risk,0.5509882518436071,0.797120471729737,0.5,0.403,0.599831442256364,95623.98884476926,10214.589869274125
598,Germany,Male,41,3,91536.93,1,1,0,191468.78,1,1,1,SILVER,980,41-50,Medium,Medium,Very High,2,0.5631171,1,Medium Risk,0.36483709381765317,0.9573798974841453,0.3,0.98,0.5911488067723049,113186.54083114894,63737.27663186819
741,Spain,Male,53,3,0.0,2,1,1,38913.68,0,0,3,GOLD,245,51-60,No Balance,Medium,Low,1,0.098256946,0,Low Risk,0.0,0.19457571604692336,0.3,0.245,0.142872714814077,5559.703105006252,546.2794477646316
850,Spain,Female,70,5,0.0,1,1,1,705.18,0,0,1,DIAMOND,283,60+,No Balance,Medium,Low,1,0.18451759,0,Low Risk,0.0,0.0035260325788249633,0.5,0.283,0.1293578097736475,91.22054029618073,16.831794253949155
584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0,0,2,DIAMOND,453,18-30,High,Long,High,0,0.2715522,0,Low Risk,0.4193097285037124,0.6924761871046351,0.7,0.453,0.5607667475328755,77660.60368883035,21088.90778503
650,Spain,Male,61,1,152968.73,1,0,1,82970.69,0,0,5,DIAMOND,683,60+,Very High,New,Medium,1,0.13780415,0,Low Risk,0.60968471302432,0.4148690490762453,0.1,0.683,0.45663459993260164,37887.28783428191,5221.025495808559
607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0,0,5,GOLD,863,31-40,Very High,Long,Medium,0,0.044523608,0,Low Risk,0.6307807285420148,0.38373802854987343,0.8,0.863,0.6137336999817681,47100.820959664794,2097.098488886299
509,France,Female,46,1,0.0,1,1,0,71244.59,1,1,2,DIAMOND,264,41-50,No Balance,New,Medium,2,0.7293959,1,High Risk,0.0,0.35623634448655267,0.1,0.264,0.1532709033459658,10919.722667812961,7964.800943039835
689,Spain,Female,38,6,121021.05,1,1,1,12182.15,0,0,3,SILVER,946,31-40,High,Long,Low,0,0.12653647,0,Low Risk,0.48235142005265963,0.060913040330316415,0.6,0.946,0.42581448012015877,5187.335868995792,656.38716956711
543,France,Male,36,4,0.0,2,1,1,141210.5,0,0,1,GOLD,354,31-40,No Balance,Medium,High,3,0.018815683,0,Low Risk,0.0,0.7060790485722263,0.4,0.354,0.3272237145716679,46207.42434652251,869.4242487506497
438,Spain,Female,54,2,0.0,1,0,0,191763.07,1,1,3,SILVER,281,51-60,No Balance,New,Very High,2,0.97812486,1,High Risk,0.0,0.9588514028127457,0.2,0.281,0.3557554208438237,68220.75167015364,66728.41317646379
687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0,0,1,PLATINUM,938,60+,High,New,Low,1,0.1926827,0,Low Risk,0.5488908265503336,0.18970083275131142,0.1,0.938,0.3902665804455269,14806.22232621193,2852.9028946147955
737,Germany,Male,31,5,121192.22,2,1,1,74890.58,0,0,2,PLATINUM,815,31-40,High,Medium,Medium,0,0.04841758,0,Low Risk,0.48303364923981684,0.3744669799584464,0.5,0.815,0.4870535536834607,36475.72312641551,1766.0662425310732
761,France,Male,31,7,0.0,3,1,1,166698.18,0,0,5,GOLD,753,31-40,No Balance,Long,Very High,3,0.28032687,0,Low Risk,0.0,0.8335222404362403,0.7,0.753,0.46535667213087206,77574.11029507309,21746.107532052614
601,France,Male,44,1,100486.18,2,1,1,62678.53,0,0,1,GOLD,650,41-50,High,New,Medium,0,0.08001409,0,Low Risk,0.40050595841522746,0.31340443400671864,0.1,0.65,0.3392237135681066,21262.043707589975,1701.2630788030378
651,France,Male,45,1,0.0,1,1,0,67740.08,1,1,3,SILVER,629,41-50,No Balance,New,Medium,2,0.57802916,1,Medium Risk,0.0,0.3387131356138991,0.1,0.629,0.1845139406841697,12498.98910306091,7224.780172091452
745,France,Male,35,9,92566.53,2,1,0,161519.77,0,0,4,SILVER,742,31-40,Medium,Very Long,Very High,2,0.050039425,0,Low Risk,0.36894075200014476,0.8076292168585538,0.9,0.742,0.6440650658576241,104029.24130235829,5205.56341795626
648,Spain,Female,49,10,0.0,2,1,1,159835.78,1,1,2,GOLD,314,41-50,No Balance,Very Long,Very High,3,0.15126914,0,Low Risk,0.0,0.7992089502565296,1.0,0.314,0.47116268507695885,75308.65527617007,11391.87551818271
848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0,0,3,GOLD,844,31-40,High,Medium,Low,0,0.110618256,0,Low Risk,0.4421315443254271,0.1543900050641904,0.3,0.844,0.367569619249428,11349.388322425508,1255.4495428934754
546,France,Female,27,8,0.0,2,1,1,14858.1,0,0,2,SILVER,776,18-30,No Balance,Long,Low,3,0.019773155,0,Low Risk,0.0,0.07429329342783289,0.8,0.776,0.2598879880283499,3861.4417149240257,76.35288555265858
439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0,0,4,DIAMOND,913,31-40,High,Medium,Medium,2,0.12283354,0,Low Risk,0.5536176461128102,0.37844407949738906,0.3,0.913,0.4862802822943408,36804.59485732101,4520.8386745905345
755,France,Male,30,4,123217.66,2,0,1,144183.1,0,0,3,GOLD,786,18-30,High,Medium,High,0,0.025190787,0,Low Risk,0.49110640898063435,0.7209426074420399,0.4,0.786,0.5713253458248657,82375.4594696012,2075.102653525857
593,France,Female,41,6,0.0,1,1,0,65170.66,0,0,1,SILVER,939,41-50,No Balance,Long,Medium,2,0.3861065,0,Medium Risk,0.0,0.32586555254477567,0.6,0.939,0.3116596657634327,20311.066113182314,7842.234648229428
701,France,Male,39,2,0.0,2,1,1,82526.92,0,0,4,DIAMOND,812,31-40,No Balance,New,Medium,3,0.016445931,0,Low Risk,0.0,0.41265011564434817,0.2,0.812,0.24499503469330447,20218.685628531563,332.5151087575217
701,Spain,Male,36,8,0.0,2,1,0,169161.46,0,0,2,DIAMOND,689,31-40,No Balance,Long,Very High,3,0.01996925,0,Low Risk,0.0,0.8458391035502935,0.8,0.689,0.4826517310650881,81646.07149849765,1630.4108132713743
607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1,1,5,PLATINUM,647,31-40,High,New,High,0,0.09894463,0,Low Risk,0.4321749519894711,0.546477497553908,0.2,0.647,0.44151323006196086,48253.59461686149,4774.434065535353
586,Spain,Female,57,3,0.0,2,0,1,6057.81,0,0,4,PLATINUM,839,51-60,No Balance,Medium,Low,1,0.16643229,0,Low Risk,0.0,0.030290188911103057,0.3,0.839,0.1529870566733309,926.7665217862707,154.24387451622394
547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0,0,3,PLATINUM,807,18-30,Medium,Very Long,Medium,2,0.1418117,0,Low Risk,0.2885331251425629,0.38540019104718337,0.9,0.807,0.49173330737118015,37901.396974911484,5374.861537387055
647,Germany,Female,51,1,119741.77,2,0,0,54954.51,1,1,3,SILVER,847,51-60,High,New,Medium,2,0.64458925,1,Medium Risk,0.4772526167895499,0.274782881836357,0.1,0.847,0.3780359112667271,20774.778266066467,13391.198741440085
760,France,Female,51,2,100946.71,1,0,0,179614.8,1,1,4,DIAMOND,550,51-60,High,New,Very High,2,0.72946167,1,High Risk,0.40234148454458146,0.8981077688521087,0.2,0.55,0.5253689244734653,94364.03429551657,68834.94604514478
621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1,1,3,PLATINUM,777,51-60,Very High,Very Long,Low,2,0.67138135,1,Medium Risk,0.6795262570552052,0.17794704080873439,0.9,0.777,0.5828946150647024,20744.094363545682,13927.19807832469
725,France,Male,44,5,0.0,1,1,1,117356.14,0,0,4,SILVER,865,41-50,No Balance,Medium,High,0,0.22615007,0,Low Risk,0.0,0.5868027637839183,0.5,0.865,0.3625408291351755,42546.39229970374,9621.869596825461
526,France,Male,36,1,0.0,1,1,0,160696.72,0,0,1,PLATINUM,425,31-40,No Balance,New,Very High,2,0.1899222,0,Low Risk,0.0,0.8035138121193357,0.1,0.425,0.3035541436358007,48780.15522468204,9264.43439661311
519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1,1,1,PLATINUM,934,41-50,Very High,Long,High,2,0.51401305,1,Medium Risk,0.6269319148663108,0.7364198393859608,0.6,0.934,0.6850987177623126,100900.2635470465,51864.05221162119
713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1,1,1,SILVER,656,31-40,High,Long,Medium,0,0.2884509,0,Low Risk,0.5763544074807425,0.28298244013974927,0.7,0.656,0.5210364950342218,29487.72697310496,8505.761384346402
700,France,Male,38,8,134811.3,1,1,0,1299.75,0,0,1,DIAMOND,903,31-40,High,Long,Low,2,0.11057648,0,Low Risk,0.5373149711900955,0.0064989943621880175,0.8,0.903,0.4671756867846946,607.2115988984068,67.14332122135771
666,France,Female,34,9,115897.12,1,1,1,25095.03,0,0,1,SILVER,427,31-40,High,Very Long,Low,0,0.08198583,0,Low Risk,0.4619290645058318,0.1254798680430384,0.9,0.427,0.44511558621524433,11170.188989539143,915.7972155642279
630,Spain,Male,32,4,82034.0,1,0,0,146326.45,0,0,5,GOLD,708,31-40,Medium,Medium,High,2,0.076975554,0,Low Risk,0.326961436812851,0.7316597604069913,0.4,0.708,0.5010825028472379,73321.62379875121,5643.97261208846
779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0,0,2,PLATINUM,625,18-30,Very High,Medium,Low,0,0.06864322,0,Low Risk,0.6947766322174872,0.1914882499581984,0.4,0.625,0.47785712787445445,18300.11691907696,1256.1789517019222
611,Germany,Female,41,2,114206.84,1,1,0,164061.6,0,0,1,DIAMOND,645,41-50,High,New,Very High,2,0.6043621,1,Medium Risk,0.4551921459426016,0.8203388447405622,0.2,0.645,0.5326785117992093,87392.08893139717,52816.46638996595
685,Spain,Male,43,9,0.0,2,1,0,107811.28,0,0,4,SILVER,808,41-50,No Balance,Very Long,High,3,0.043073304,0,Low Risk,0.0,0.539076669282765,0.9,0.808,0.4225230007848295,45552.745544053476,1962.1072568536608
646,Germany,Male,39,9,111574.41,1,1,1,30838.51,0,0,2,PLATINUM,525,31-40,High,Very Long,Low,0,0.38474736,0,Medium Risk,0.44470011708738,0.15419834785787945,0.9,0.525,0.45663955119231586,14082.083365839744,5418.044398306755
683,Germany,Female,57,5,162448.69,1,0,0,9221.78,1,1,5,SILVER,746,51-60,Very High,Medium,Low,2,0.8751504,1,High Risk,0.6474688189136872,0.04611063375982937,0.5,0.746,0.44742071769342373,4126.015426010861,3610.8840504795753
484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0,0,3,DIAMOND,774,31-40,High,Medium,Low,0,0.21629448,0,Low Risk,0.5908755224083213,0.16869769303325802,0.4,0.774,0.444359516873306,14991.921357341153,3242.6698341869987
601,France,Female,43,8,0.0,3,0,1,110916.15,1,1,4,SILVER,343,41-50,No Balance,Long,High,3,0.9198287,1,High Risk,0.0,0.5546016030202735,0.8,0.343,0.36068048090608207,40005.29032225113,36798.01419023884
762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0,0,4,PLATINUM,669,18-30,High,Long,Very High,0,0.065062866,0,Low Risk,0.4930665673859853,0.8483047462584593,0.7,0.669,0.6586180508319318,111737.56220812954,7269.966037114196
687,France,Female,72,9,0.0,1,0,1,69829.4,0,0,5,GOLD,258,60+,No Balance,Very Long,Medium,1,0.08128131,0,Low Risk,0.0,0.34916012842082855,0.9,0.258,0.31054803852624857,21685.38320146482,1762.6163544670544
566,France,Male,30,5,0.0,1,1,0,54926.51,1,1,4,DIAMOND,817,18-30,No Balance,Medium,Medium,2,0.16480838,0,Low Risk,0.0,0.27464287657215913,0.5,0.817,0.26409286297164775,14505.69927894084,2390.660798929408
702,France,Male,37,10,150525.8,1,1,1,94728.49,0,0,4,DIAMOND,541,31-40,Very High,Very Long,Medium,0,0.057348356,0,Low Risk,0.5999479709072316,0.4736602596257619,1.0,0.541,0.6361772662506213,60264.111804249325,3456.047737773893
601,France,Male,29,9,0.0,1,1,1,80393.27,0,0,5,GOLD,418,18-30,No Balance,Very Long,Medium,0,0.062214375,0,Low Risk,0.0,0.4019814645030653,0.9,0.418,0.3423944393509196,27526.208609237106,1712.5258647433059
699,France,Male,53,4,0.0,2,0,1,111307.98,0,0,1,PLATINUM,513,51-60,No Balance,Medium,High,1,0.0953276,0,Low Risk,0.0,0.5565608266870834,0.4,0.513,0.298268248006125,33199.6361837008,3164.8416382653563
584,France,Male,28,10,0.0,2,1,0,19834.32,0,0,3,GOLD,706,18-30,No Balance,Very Long,Low,3,0.0156009495,0,Low Risk,0.0,0.09917532899237011,1.0,0.706,0.300352598697711,5957.289555401983,92.9393735107038
699,France,Male,35,5,0.0,2,1,1,78397.24,0,0,2,SILVER,915,31-40,No Balance,Medium,Medium,3,0.010475006,0,Low Risk,0.0,0.39200093923531526,0.5,0.915,0.3091002817705946,24232.60897403693,253.8367243986907
698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0,0,4,DIAMOND,751,51-60,High,New,Medium,2,0.8144403,1,High Risk,0.44248634973666,0.43206764574347994,0.2,0.751,0.42171483361770806,36440.496853059565,29678.60918915489
495,France,Male,30,10,129755.99,1,0,0,172749.65,0,0,2,DIAMOND,753,18-30,High,Very Long,Very High,2,0.06587926,0,Low Risk,0.517166113141794,0.8637807281553785,1.0,0.753,0.7413006637033311,128059.43019951816,8436.460497565908
650,France,Female,27,6,0.0,2,1,0,1002.39,0,0,1,PLATINUM,789,18-30,No Balance,Long,Low,3,0.02043071,0,Low Risk,0.0,0.005012138456405961,0.6,0.789,0.2004036415369218,200.88260624019506,4.104174272137616
605,France,Female,64,2,129555.7,1,1,1,13601.79,0,0,1,SILVER,380,60+,High,New,Low,1,0.19275574,0,Low Risk,0.5163678208949298,0.06801150723267195,0.2,0.38,0.3049505805277736,4147.8737567168655,799.5264754025394
667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0,0,5,PLATINUM,955,31-40,Medium,New,Medium,0,0.057672646,0,Low Risk,0.3475609559243755,0.3893491895295263,0.1,0.955,0.3713291392286081,28914.2526646915,1667.5614582853095
688,Germany,Male,26,8,146133.39,1,1,1,175296.76,0,0,4,PLATINUM,866,18-30,High,Long,Very High,0,0.104232624,0,Low Risk,0.5824412214536987,0.8765167570300644,0.8,0.866,0.7425315156904988,130163.3688984336,13567.269488963724
727,Spain,Female,31,0,0.0,1,1,0,121751.04,1,1,2,SILVER,274,31-40,No Balance,New,High,2,0.34674802,0,Medium Risk,0.0,0.608778090056186,0.0,0.274,0.2100334270168558,25571.78817406629,8866.966917216901
754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0,0,2,DIAMOND,380,31-40,Very High,Long,Medium,2,0.09849753,0,Low Risk,0.6783032505349084,0.4479831441662206,0.6,0.38,0.5637162434638295,50505.175966878174,4974.635084952862
612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1,1,5,GOLD,455,60+,High,Long,Very High,1,0.91245663,1,High Risk,0.5609661277214186,0.9672258176907452,0.8,0.455,0.720054196395791,139285.76443644744,127092.21922465468
